321832,603
60575,792
701111,91
345790,200
505280,745
132217,634
99066,668
697100,359
678207,986
422827,889
192877,921
628919,326
21257,291
880892,499
416085,549
61015,188
76999,49
534253,454
236467,649
941851,560
20493,138
564236,358
283124,645
400229,47
552189,308
169496,821
246737,522
900656,192
916795,944
2269,904
80278,509
144871,250
18549,317
941730,183
310140,117
33585,170
117729,504
755407,173
958245,168
163740,969
771775,291
603529,935
731282,924
882672,553
905749,322
422136,566
62404,56
182382,86
214107,944
568532,864
861950,787
67646,831
508286,999
418583,792
591386,916
826744,708
67910,749
26232,755
136908,828
878280,699
480328,424
5263,392
242176,949
376767,41
737121,53
511769,729
306358,605
856011,295
537645,717
866354,251
534391,382
641860,489
535175,788
687109,152
668327,177
19746,208
424929,700
843825,784
405528,475
748689,990
163831,929
816185,796
701196,863
341974,926
896899,217
285198,913
523644,537
938127,373
616548,868
577490,179
234237,396
560742,379
205559,279
55667,367
114321,733
21913,234
20456,184
775442,643
507556,454
540765,69
17249,282
523261,802
667270,200
798840,848
705855,730
540920,132
171560,669
514149,684
136717,686
964024,329
818131,379
151020,64
689850,16
45822,814
822638,193
487463,847
311,204
451094,958
260617,622
885472,806
484963,535
45959,761
493763,44
58972,107
791207,249
520329,945
26295,604
849930,831
884685,702
807179,171
472562,67
613354,491
943207,45
536459,711
971438,571
710745,666
269752,295
660449,732
350524,707
271306,795
933009,725
742076,431
995168,552
806738,897
981444,200
952120,442
254133,973
322067,587
767635,479
677753,715
268530,866
814487,224
65323,659
742039,873
500170,870
112014,99
226851,890
174713,579
271947,470
540004,628
690204,62
426746,556
8190,140
329610,984
80104,650
10946,769
766399,273
438297,200
452099,223
513269,512
684724,534
518604,212
768433,829
975327,614
309806,300
905627,873
607744,712
45956,97
914077,664
751656,293
609684,441
624763,903
465819,547
387884,746
755893,921
641405,920
968484,940
647826,426
583644,108
341953,616
552614,26
23568,907
652448,207
552975,380
559174,192
787400,907
778815,467
560321,746
219113,847
728812,699
969472,410
180073,416
612091,211
351665,863
518581,66
994128,681
560675,134
436904,582
589372,408
970773,48
819007,429
6251,873
598060,392
766614,85
506253,110
783994,623
336485,281
247340,170
641406,607
833507,400
417563,621
214448,28
673616,817
512154,932
698408,685
688383,528
366502,713
297982,151
629161,61
116831,841
327220,236
130599,297
566579,916
330006,862
218884,116
627503,615
158718,810
209811,521
